,카테고리,time,강수량,일조합(hr),일조율(%),평균기온(℃),최고기온(℃),계절
2167,"육류,고기요리",2023-12-16,1.5,4.6,47.9,-4.1,3.8,겨울
2168,"육류,고기요리",2023-11-13,0.0,9.5,93.1,2.0,6.7,가을
2169,이자카야,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
2170,이자카야,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
2171,이자카야,2024-04-04,0.0,3.6,28.1,15.5,20.3,봄
2172,이자카야,2024-04-03,0.0,0.3,2.4,16.6,19.7,봄
2173,이자카야,2024-03-04,0.0,9.5,82.6,5.4,11.7,봄
2174,이자카야,2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
2175,이자카야,2024-04-30,0.0,5.5,40.1,18.6,22.5,봄
2176,이자카야,2024-05-29,0.0,13.2,91.0,21.2,26.8,봄
2177,이자카야,2024-03-22,5.4,3.5,28.7,10.4,15.2,봄
2178,이자카야,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
2179,이자카야,2024-04-30,0.0,5.5,40.1,18.6,22.5,봄
2180,이자카야,2024-04-11,0.0,4.0,30.8,15.5,21.1,봄
2181,이자카야,2024-04-13,0.0,12.1,92.4,19.1,27.3,봄
2182,이자카야,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
2183,이자카야,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
2184,이자카야,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
2185,이자카야,2024-05-15,20.6,3.1,21.8,12.6,18.8,봄
2186,이자카야,2024-05-03,0.0,12.8,92.8,19.7,27.9,봄
2187,이자카야,2024-03-22,5.4,3.5,28.7,10.4,15.2,봄
2188,이자카야,2024-05-11,31.7,0.1,0.7,17.0,22.0,봄
2189,이자카야,2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
2190,이자카야,2024-05-11,31.7,0.1,0.7,17.0,22.0,봄
2191,이자카야,2024-04-18,0.0,11.7,88.0,17.3,24.9,봄
2192,이자카야,2024-05-31,1.0,11.8,80.8,20.4,25.4,봄
2193,이자카야,2024-04-08,0.0,2.0,15.5,16.2,22.8,봄
2194,이자카야,2024-03-10,0.0,10.9,93.2,4.2,10.6,봄
2195,이자카야,2024-03-14,0.0,6.765051162790696,0.0,8.5,15.4,봄
2196,이자카야,2024-03-06,0.0,2.3,19.8,6.2,10.3,봄
2197,이자카야,2024-04-22,0.0,4.6,34.3,18.8,24.1,봄
2198,이자카야,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
2199,이자카야,2024-04-29,0.0,8.8,64.2,20.9,26.1,봄
2200,이자카야,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
2201,이자카야,2024-05-03,0.0,12.8,92.8,19.7,27.9,봄
2202,이자카야,2024-02-28,0.0,1.7,15.0,6.4,10.1,겨울
2203,이자카야,2023-11-30,0.0,9.2,93.9,-4.3,-0.5,가을
2204,이자카야,2024-03-17,0.1,8.7,72.5,8.8,12.2,봄
2205,이자카야,2024-05-29,0.0,13.2,91.0,21.2,26.8,봄
2206,이자카야,2024-03-10,0.0,10.9,93.2,4.2,10.6,봄
2207,이자카야,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
2208,이자카야,2024-03-20,0.0,9.0,74.4,4.4,8.7,봄
2209,이자카야,2024-06-17,0.0,13.1,88.5,24.8,30.2,여름
2210,이자카야,2024-04-04,0.0,3.6,28.1,15.5,20.3,봄
2211,이자카야,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
2212,이자카야,2024-04-03,0.0,0.3,2.4,16.6,19.7,봄
2213,이자카야,2024-03-27,0.0,8.8,71.0,10.4,16.2,봄
2214,이자카야,2024-03-26,11.5,2.3,18.5,7.4,12.4,봄
2215,이자카야,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
2216,이자카야,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
2217,이자카야,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
2218,이자카야,2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
2219,이자카야,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
2220,이자카야,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2221,이자카야,2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
2222,이자카야,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
2223,이자카야,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
2224,이자카야,2024-03-31,0.0,10.1,80.2,10.6,17.7,봄
2225,이자카야,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
2226,이자카야,2024-01-24,0.0,9.3,92.1,-8.0,-3.7,겨울
2227,이자카야,2024-03-09,0.0,10.9,93.2,2.0,7.1,봄
2228,이자카야,2024-03-08,0.0,10.4,88.9,2.1,6.5,봄
2229,이자카야,2024-01-21,0.4,0.0,0.0,1.7,4.3,겨울
2230,이자카야,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
2231,이자카야,2024-03-14,0.0,6.765051162790696,0.0,8.5,15.4,봄
2232,이자카야,2023-10-01,0.0,10.4,88.1,18.4,23.7,가을
2233,이자카야,2024-03-10,0.0,10.9,93.2,4.2,10.6,봄
2234,이자카야,2024-01-06,2.4,8.7,89.7,0.7,5.2,겨울
2235,이자카야,2024-03-22,5.4,3.5,28.7,10.4,15.2,봄
2236,이자카야,2024-03-01,0.0,10.6,93.0,-4.1,0.3,봄
2237,이자카야,2024-02-27,0.0,5.5,48.7,5.3,9.8,겨울
2238,이자카야,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
2239,이자카야,2024-03-10,0.0,10.9,93.2,4.2,10.6,봄
2240,이자카야,2024-03-09,0.0,10.9,93.2,2.0,7.1,봄
2241,이자카야,2023-11-20,0.0,9.3,92.1,6.2,12.8,가을
2242,이자카야,2024-03-05,0.0,0.1,0.9,8.0,11.0,봄
2243,이자카야,2023-12-31,4.7,0.6,6.3,2.1,4.3,겨울
2244,이자카야,2023-09-03,0.1,1.9,14.7,25.8,28.8,가을
2245,이자카야,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
2246,이자카야,2023-12-23,0.0,8.9,92.7,-6.8,-0.9,겨울
2247,이자카야,2024-01-26,0.0,9.4,93.1,-1.7,4.0,겨울
2248,이자카야,2024-03-01,0.0,10.6,93.0,-4.1,0.3,봄
2249,이자카야,2024-02-13,0.0,5.5,51.4,8.2,13.7,겨울
2250,이자카야,2023-10-19,8.2,0.0,0.0,17.0,18.9,가을
2251,이자카야,2023-11-21,0.0,9.3,93.0,7.4,14.8,가을
2252,이자카야,2023-10-03,0.0,3.0,25.6,17.5,22.5,가을
2253,이자카야,2024-03-09,0.0,10.9,93.2,2.0,7.1,봄
2254,이자카야,2023-11-21,0.0,9.3,93.0,7.4,14.8,가을
2255,이자카야,2023-11-13,0.0,9.5,93.1,2.0,6.7,가을
2256,이자카야,2024-03-07,2.1,2.5,21.6,3.9,8.2,봄
2257,이자카야,2023-12-24,1.1,6.9,71.9,-2.2,3.0,겨울
2258,이자카야,2023-10-12,0.0,7.3,64.0,17.5,24.1,가을
2259,이자카야,2023-08-01,0.0,10.3,73.0,29.9,34.2,여름
2260,이자카야,2023-07-27,0.0,6.8,47.6,28.4,32.2,여름
2261,이자카야,2023-11-11,0.0,7.0,68.0,1.7,6.7,가을
2262,이자카야,2023-12-16,1.5,4.6,47.9,-4.1,3.8,겨울
2263,이자카야,2024-01-07,0.0,9.1,93.8,-4.4,-0.9,겨울
2264,"육류,고기요리",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
2265,"육류,고기요리",2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
2266,"육류,고기요리",2024-02-20,2.6,0.0,0.0,4.3,6.8,겨울
2267,"육류,고기요리",2024-03-17,0.1,8.7,72.5,8.8,12.2,봄
2268,"육류,고기요리",2024-05-01,0.0,9.8,71.0,18.5,24.0,봄
2269,"육류,고기요리",2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
2270,"육류,고기요리",2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
2271,"육류,고기요리",2024-01-16,0.0,8.3,83.8,-2.1,4.3,겨울
2272,"육류,고기요리",2024-01-15,0.0,9.2,92.9,-3.7,0.9,겨울
2273,"육류,고기요리",2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
2274,"육류,고기요리",2024-03-31,0.0,10.1,80.2,10.6,17.7,봄
2275,"육류,고기요리",2024-03-02,0.0,5.8,50.9,-0.5,4.1,봄
2276,"육류,고기요리",2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
2277,"육류,고기요리",2024-01-11,0.0,0.4,4.1,1.7,4.5,겨울
2278,"육류,고기요리",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
2279,"육류,고기요리",2024-02-29,0.0,1.2,10.6,4.8,9.6,겨울
2280,"육류,고기요리",2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
2281,"육류,고기요리",2024-01-13,0.0,9.1,92.9,0.4,6.4,겨울
2282,"육류,고기요리",2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
2283,"육류,고기요리",2024-03-11,0.0,6.765051162790696,52.294707572527585,6.2,10.8,봄
2284,"육류,고기요리",2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
2285,"육류,고기요리",2024-01-30,0.0,9.4,91.3,1.4,8.1,겨울
2286,"육류,고기요리",2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
2287,"육류,고기요리",2024-01-11,0.0,0.4,4.1,1.7,4.5,겨울
2288,"육류,고기요리",2024-01-11,0.0,0.4,4.1,1.7,4.5,겨울
2289,"육류,고기요리",2023-11-25,0.0,9.1,91.9,-1.3,4.0,가을
2290,"육류,고기요리",2023-11-10,0.0,9.0,87.4,3.4,9.1,가을
2291,"육류,고기요리",2023-11-19,0.0,5.4,53.5,5.9,13.4,가을
2292,"육류,고기요리",2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
2293,"육류,고기요리",2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
2294,"육류,고기요리",2024-01-23,0.0,9.1,91.0,-11.7,-8.2,겨울
2295,"육류,고기요리",2023-12-14,17.0,0.0,0.0,7.6,9.1,겨울
2296,"육류,고기요리",2023-07-06,0.0,8.8,59.9,27.3,31.8,여름
2297,"육류,고기요리",2023-12-09,0.0,0.8,8.2,13.7,16.2,겨울
2298,"육류,고기요리",2024-01-21,0.4,0.0,0.0,1.7,4.3,겨울
2299,"육류,고기요리",2023-10-20,0.0,10.1,91.0,11.6,15.1,가을
2300,"육류,고기요리",2023-05-31,0.0,7.1,48.6,22.8,28.2,봄
2301,"육류,고기요리",2023-08-26,0.0,7.3,55.3,26.4,30.3,여름
2302,"육류,고기요리",2023-07-07,0.0,8.7,59.2,26.7,31.4,여름
2303,"육류,고기요리",2023-05-27,31.8,0.0,0.0,19.3,20.7,봄
2304,"육류,고기요리",2024-02-27,0.0,5.5,48.7,5.3,9.8,겨울
2305,"육류,고기요리",2024-01-18,0.5,6.3,63.6,4.5,9.4,겨울
2306,"육류,고기요리",2023-09-22,0.0,10.4,85.2,20.5,26.7,가을
2307,"육류,고기요리",2023-07-17,1.4,0.4,2.8,25.5,27.8,여름
2308,"육류,고기요리",2023-07-31,0.3,6.5,46.1,28.7,33.4,여름
2309,"육류,고기요리",2023-04-23,0.0,4.4,32.8,16.1,22.1,봄
2310,"육류,고기요리",2023-10-11,0.0,10.0,87.7,17.6,24.0,가을
2311,"육류,고기요리",2023-12-10,0.0,6.765051162790696,0.0,11.4,15.5,겨울
2312,"육류,고기요리",2023-06-24,0.0,9.7,65.5,26.4,31.1,여름
2313,"육류,고기요리",2023-07-14,72.7,0.0,0.0,24.6,25.1,여름
2314,"육류,고기요리",2024-01-20,0.4,0.0,0.0,3.4,4.9,겨울
2315,"육류,고기요리",2023-07-01,0.0,12.4,84.4,27.7,32.9,여름
2316,"육류,고기요리",2023-04-07,0.0,10.4,81.3,8.9,15.7,봄
2317,"육류,고기요리",2024-03-05,0.0,0.1,0.9,8.0,11.0,봄
2318,"육류,고기요리",2024-01-14,3.1,0.7,7.1,-0.6,2.4,겨울
2319,"육류,고기요리",2023-09-19,0.0,1.3,10.6,24.1,27.2,가을
2320,"육류,고기요리",2023-06-26,30.3,0.0,0.0,24.2,27.5,여름
2321,"육류,고기요리",2023-04-08,0.0,11.9,92.2,8.8,14.9,봄
2322,"육류,고기요리",2023-03-14,0.0,9.1,76.5,9.2,15.4,봄
2323,"육류,고기요리",2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
2324,"육류,고기요리",2023-04-12,0.0,10.7,82.3,10.1,15.3,봄
2325,"육류,고기요리",2023-09-22,0.0,10.4,85.2,20.5,26.7,가을
2326,"육류,고기요리",2023-03-19,0.0,11.1,91.7,8.3,15.2,봄
2327,"육류,고기요리",2023-05-13,0.0,8.8,62.4,17.8,23.9,봄
2328,"육류,고기요리",2023-10-18,0.0,8.3,74.1,15.7,21.6,가을
2329,"육류,고기요리",2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
2330,"육류,고기요리",2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
2331,"육류,고기요리",2023-09-04,0.3,0.7,5.4,27.0,30.2,가을
2332,"육류,고기요리",2023-07-01,0.0,12.4,84.4,27.7,32.9,여름
2333,"육류,고기요리",2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
2334,"육류,고기요리",2023-06-25,0.0,8.7,58.8,28.2,33.1,여름
2335,"육류,고기요리",2023-03-20,0.0,10.0,82.6,9.5,17.1,봄
2336,"육류,고기요리",2023-01-04,0.0,8.7,89.7,-1.8,3.3,겨울
2337,"육류,고기요리",2023-02-03,0.0,8.6,82.7,-1.6,3.4,겨울
2338,"육류,고기요리",2023-07-23,40.2,0.0,0.0,25.2,25.8,여름
2339,"육류,고기요리",2023-08-16,0.3,3.7,27.2,27.3,31.6,여름
2340,"육류,고기요리",2023-07-20,0.0,9.9,68.8,27.9,32.8,여름
2341,"육류,고기요리",2023-04-07,0.0,10.4,81.3,8.9,15.7,봄
2342,"육류,고기요리",2023-04-09,0.0,12.0,93.0,10.8,17.8,봄
2343,"육류,고기요리",2023-07-16,9.7,0.0,0.0,24.6,25.4,여름
2344,"육류,고기요리",2023-10-10,0.0,10.6,92.2,17.1,23.5,가을
2345,"육류,고기요리",2023-02-13,0.0,0.8,7.5,5.9,8.4,겨울
2346,"육류,고기요리",2023-08-04,0.0,9.6,68.6,30.0,34.4,여름
2347,"육류,고기요리",2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
2348,"육류,고기요리",2023-05-27,31.8,0.0,0.0,19.3,20.7,봄
2349,"육류,고기요리",2023-05-19,0.0,9.4,65.7,22.3,27.8,봄
2350,"육류,고기요리",2023-06-13,0.0,9.9,67.3,22.0,26.0,여름
2351,"육류,고기요리",2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
2352,"육류,고기요리",2023-04-01,0.0,10.8,85.7,17.5,25.6,봄
2353,"육류,고기요리",2023-02-12,0.0,2.0,18.7,3.7,7.6,겨울
2354,"육류,고기요리",2023-05-14,0.0,9.6,67.6,18.1,23.8,봄
2355,한식,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
2356,한식,2024-06-17,0.0,13.1,88.5,24.8,30.2,여름
2357,한식,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
2358,한식,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
2359,한식,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
2360,한식,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
2361,한식,2024-04-30,0.0,5.5,40.1,18.6,22.5,봄
2362,한식,2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
2363,한식,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
2364,한식,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
2365,한식,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2366,한식,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2367,한식,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
2368,한식,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2369,한식,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
2370,한식,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
2371,한식,2024-04-15,17.1,0.0,0.0,16.0,20.0,봄
2372,한식,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
2373,한식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
2374,한식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
2375,한식,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
2376,한식,2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
2377,한식,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
2378,한식,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
2379,한식,2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
2380,한식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
2381,한식,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
2382,한식,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
2383,한식,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
2384,한식,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
2385,한식,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2386,한식,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
2387,한식,2024-06-17,0.0,13.1,88.5,24.8,30.2,여름
2388,한식,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
2389,한식,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
2390,한식,2024-05-10,0.0,12.5,88.7,17.9,23.8,봄
2391,한식,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2392,한식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
2393,한식,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
2394,한식,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
2395,한식,2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
2396,한식,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
2397,한식,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2398,한식,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2399,한식,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
2400,한식,2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
2401,한식,2024-04-13,0.0,12.1,92.4,19.1,27.3,봄
2402,한식,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
2403,한식,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2404,한식,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2405,한식,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
2406,한식,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
2407,한식,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
2408,한식,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
2409,한식,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
2410,한식,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
2411,한식,2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
2412,한식,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
2413,한식,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
2414,한식,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
2415,한식,2024-05-03,0.0,12.8,92.8,19.7,27.9,봄
2416,한식,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
2417,한식,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
2418,한식,2024-04-04,0.0,3.6,28.1,15.5,20.3,봄
2419,한식,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2420,한식,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
2421,한식,2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
2422,한식,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
2423,한식,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
2424,한식,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
2425,한식,2024-04-05,0.0,6.2,48.4,14.0,18.8,봄
2426,한식,2024-05-03,0.0,12.8,92.8,19.7,27.9,봄
2427,한식,2024-04-04,0.0,3.6,28.1,15.5,20.3,봄
2428,한식,2024-04-22,0.0,4.6,34.3,18.8,24.1,봄
2429,한식,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
2430,한식,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
2431,한식,2024-05-27,0.0,9.9,68.3,18.5,22.6,봄
2432,한식,2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
2433,한식,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
2434,한식,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
2435,한식,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
2436,한식,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
2437,한식,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
2438,한식,2024-05-10,0.0,12.5,88.7,17.9,23.8,봄
2439,한식,2024-04-15,17.1,0.0,0.0,16.0,20.0,봄
2440,한식,2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
2441,한식,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
2442,한식,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
2443,한식,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
2444,한식,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
2445,한식,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
2446,한식,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
2447,한식,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
2448,한식,2024-05-13,0.0,13.1,92.9,18.3,24.5,봄
2449,한식,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
2450,한식,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
2451,한식,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
2452,한식,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
2453,한식,2024-05-14,0.0,13.0,91.5,18.8,24.7,봄
2454,한식,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
2455,"육류,고기요리",2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
2456,"육류,고기요리",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
2457,"육류,고기요리",2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
2458,"육류,고기요리",2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
2459,"육류,고기요리",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
2460,"육류,고기요리",2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
2461,"육류,고기요리",2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
2462,"육류,고기요리",2024-05-29,0.0,13.2,91.0,21.2,26.8,봄
2463,"육류,고기요리",2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
2464,"육류,고기요리",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
2465,"육류,고기요리",2024-05-31,1.0,11.8,80.8,20.4,25.4,봄
2466,"육류,고기요리",2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
2467,"육류,고기요리",2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
2468,"육류,고기요리",2024-06-02,0.0,12.4,84.9,20.4,25.8,여름
2469,"육류,고기요리",2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
2470,"육류,고기요리",2024-05-10,0.0,12.5,88.7,17.9,23.8,봄
2471,"육류,고기요리",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
2472,"육류,고기요리",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
2473,"육류,고기요리",2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
2474,"육류,고기요리",2024-04-15,17.1,0.0,0.0,16.0,20.0,봄
2475,"육류,고기요리",2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
2476,"육류,고기요리",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
2477,"육류,고기요리",2024-05-15,20.6,3.1,21.8,12.6,18.8,봄
2478,"육류,고기요리",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
2479,"육류,고기요리",2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
2480,"육류,고기요리",2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
2481,"육류,고기요리",2024-05-09,0.0,12.8,91.4,16.1,21.8,봄
2482,"육류,고기요리",2024-05-09,0.0,12.8,91.4,16.1,21.8,봄
2483,"육류,고기요리",2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
2484,"육류,고기요리",2024-03-20,0.0,9.0,74.4,4.4,8.7,봄
2485,"육류,고기요리",2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
2486,"육류,고기요리",2024-04-28,0.0,11.4,83.2,20.7,28.9,봄
2487,"육류,고기요리",2024-05-27,0.0,9.9,68.3,18.5,22.6,봄
2488,"육류,고기요리",2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
2489,"육류,고기요리",2024-04-10,0.0,3.9,30.0,13.8,18.5,봄
2490,"육류,고기요리",2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
2491,"육류,고기요리",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
2492,"육류,고기요리",2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
2493,"육류,고기요리",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
2494,"육류,고기요리",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
2495,"육류,고기요리",2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
2496,"육류,고기요리",2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2497,"육류,고기요리",2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
2498,"육류,고기요리",2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
2499,"육류,고기요리",2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
2500,"육류,고기요리",2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
2501,"육류,고기요리",2024-04-27,0.0,12.5,91.9,18.2,26.2,봄
2502,"육류,고기요리",2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
2503,"육류,고기요리",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
2504,"육류,고기요리",2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
2505,"육류,고기요리",2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
2506,"육류,고기요리",2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
2507,"육류,고기요리",2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
2508,"육류,고기요리",2024-05-14,0.0,13.0,91.5,18.8,24.7,봄
2509,"육류,고기요리",2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
2510,"육류,고기요리",2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
2511,"육류,고기요리",2024-06-18,0.0,13.4,90.5,26.0,32.9,여름
2512,"육류,고기요리",2024-04-13,0.0,12.1,92.4,19.1,27.3,봄
2513,"육류,고기요리",2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
2514,"육류,고기요리",2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
2515,"육류,고기요리",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
2516,"육류,고기요리",2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
2517,"육류,고기요리",2024-04-23,0.0,6.0,44.4,17.3,24.2,봄
2518,"육류,고기요리",2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
2519,"육류,고기요리",2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
