가게 이름,댓글,작성 날짜
닭갈비,여자친구랑 첫 방문인데 평소 닭갈비에 대해 기대치 가 없던 내게 충격을 선사한 식당! 치즈가 당면이나 라 면에 들러붙지않게 구분해놓은 점이 좋았고 기...,6.16.일
닭갈비,"학원 근처라서 자주 올듯 해요~ 기본적으로 닭갈비 맛
이 부드럽고 맛있게 매워서 너무 좋아요! 강남에서 닭
갈비 땡기면 여기로 다들 오세요!",6.23.일
닭갈비,"점심시간인데도 바로 입장했어요! 회전율 좋음! 치즈
도 엄청 넉넉허게 들어있어서 좋았구 조리 후 나오는
거라 바로 먹을수 있었습니당",5.30.목
퓨전음식,"점심회식 맛집 찾다가 대리님 추천으로 예약하고 방 문했네요. 블랙페퍼 큐브, 홍콩 큐브 스테이크, 왕새우 탕면, 왕새우볶음밥, 홍콩파스타, 멘보샤, 치킨 ...",5.28.화
퓨전음식,"예전에 한번 가봤는데~ 여럿이 먹기에 종류도 다양하 고 죄석도 많고해서 재방문했어오. 오늘도 그때 먹었 던 홍콩파스타랑 치즈라구그라탕, 그리고 꿔바...",6.29.토
퓨전음식,후기를 보니까 홍콩 파스타는 빠지지 않길래 시켜봤 는데 마라탕을 처음 먹었을 때의 느낌과 비슷했어요. 약간 향신료 향이 많이 나는 것 같긴한데 엄청 ...,6.9.일
퓨전음식,"여긴 퓨전아시안 음식을 먹을 수 있습니다아! 저는 우 육탕면, 치킨차오멘, 멘보샤1/2를 주문했어요!(2명이 서 방문했습니다☺️) 멘보샤랑 치킨차오멘이 맛...",6.16.일
퓨전음식,세트B+우육탕면 추가! 다양하게 맛보고싶어 주문했 는데 다 성공적이다. 우선 멘보샤 처음 맛본게 목란이 었어서 다른곳꺼 기름먹은 느낌이라 잘못먹었...,6.20.목
퓨전음식,강남맛집 구구당 친구가 멘보샤 맛집이라 해서 갔는 데 ㄹㅇ 멘보샤는 꼭 시켜야함 .ᐟ 왕새우탕면? 도 매 콤하니 맛있었고 마라향 나는 볶음밥도 맛있게 ...,5.29.수
퓨전음식,"양도 적당히 많고 맛있습니다. 블랙페퍼큐브도 맛있
고, 시그니처 메뉴 면도 맛있어요. 멘보샤도 겉바속촉 
맛있어요. 식당도 커서 자리가 많은데 손님들로...",6.5.수
퓨전음식,2번째 방문 웨이팅이 있긴했지만 회전율이 빨라 10분 정도 웨이팅후 바로 입장했어요 자리 안내해주시는 분이 친절했어요 주문후 음식이 정말 빨리 나왔...,5.24.금
퓨전음식,매장이 넓고 깨끗해요. 홍콩식 파스타는 마라향이 나 도 맛있었고요. 치즈그라탕도 특이한 파스타였습니다 . 멘보샤는 조금 새우살이 부족한 느낌이긴했구...,5.25.토
퓨전음식,"가장 유명하다는 홍콩파스타, 그리고 우육탕면을 주 문! 둘 다 마라맛이 들어간 매운 음식이라 좀 고민했으 나, 짜거나 마라맛이 너무 세지 않아서 좋았네...",3.22.금
퓨전음식,멘보샤는 무조건 시키셔야하고요~ 버섯소이도 너무 맛있어요~,6.4.화
퓨전음식,홍콩파스타 새우탕면 멘보사 주문 홍콩파스타 매콤하 고 맛있음 멘보샤는 세상 맛있어요~ 필수로 주문하세 요. 새우탕면은 제입에는 그냥저냥....(얘는 추...,5.13.월
퓨전음식,"평일 점심시간 3명이여서 대기가 약간 있었지만 2인 은 바로 들어가고, 매장도 깔끔하고 홍콩 느낌나고 음 식과 함께 매력있는 장소였습니다. 특히 홍콩파...",4.11.목
퓨전음식,양이 생각보다 많았고 너무 맛있었어요! 꿔바로우도 양이 진짜 많았어요! 대부분 조금씩 음식 남기고 갔어 요..😮 꽃빵 서비스로 주셨는데 한입도 못 먹어...,5.7.화
퓨전음식,맛있어요!! 큐브스테이크랑 멘보샤 추천,6.11.화
퓨전음식,홍콩토스트 맛집🧇 홍콩파스타는 마라향이 맵지 않 고 무난히 맛있었어요! (웨이팅하지는 않을 것 같아요 ) 토스트를 안 시켰으면 아쉬울 뻔했어요 달달...,5.15.수
퓨전음식,"리뷰보고 찾아깄는데 저희 입맛에는 좀..멘보샤는 겉 바속촉 맛있었고,꿔바로우도 아주 맛있었어요.. 왕새 우탕면이 저희 스타일이 아니더라고요 가격대...",6.12.수
퓨전음식,"몇년만에 간곳인데 여전히 있어줘서 고맙고
여전히 맛있어서 고마운 곳
여친두 참 좋아해서 나중에 지인들하구 또 간다는 곳",6.28.금
퓨전음식,"아이와 함께 먹을 수 있고, 어른 입맛에도 맞응만한 음 식점 찾다가 찾아간 곳입니다 ^^ 꿔바로우랑 버섯크 림파스타(?) 는 아이랑 함께 하려고 주문했고, ...",3.2.토
퓨전음식,"전반적으로 다 맛있고, 홍콩 파스타 특히 맛있어요! 오 래 기다렸는데 기다린 보람이 있어요😛 다음에 또 올 것 같아요! 다만 웨이팅 안내해주시는 직원분이...",3.10.일
퓨전음식,퓨전 파스타가 아주 양도 많고 맛있음!! 전반적으로 재 료가 넉넉하게 들어가있거 강남한복판에서 이기격 이 퀄리티 이 양이면 최고!!😍😍 우육면이 진짜 ...,3.9.토
퓨전음식,맛있고 분위기도 좋아요. ^^,7.6.토
퓨전음식,역삼동 유명 맛집이라 궁금해서 갔어요..평일 4시즈음 은 웨이팅없이 입장했고 지하랑 매장이 넓고 좋았어 요.. set b 시켰는데-홍콩파스타 멘보샤4조각 ...,3.16.토
퓨전음식,매장이 넓어요! 가격은 좀 나가는 편이고 양이 많진 않습니다! 대신 진짜진짜 맛있어요!! 꿔바로우도 강추 드립니다 😍,5.8.수
퓨전음식,첫방문이라 대표메뉴 홍콩 파스타랑 블랙페퍼 스테이 크시켰어요! 부드러운 마라맛 파스타랑 향좋은 스테 이크! 맛있었습니당🫶🏼고기도 부드러워요!! 스...,4.19.금
퓨전음식,"매우 맛집이라고해서....
너무 기대가 컸는지........
전 한 번 간 것으로 만족 합니다!",6.22.토
퓨전음식,음식이 맛있고 한국인 입맛에도 맞아요,5.20.월
퓨전음식,마라인데 많이 매운것도아니고 맛있어요 첫 마라입문으로 좋을꺼같아요 홍콩스테이크시키고 버섯소이파스타랑 볶음밥 조합이 아주 굿,4.9.화
퓨전음식,"진짜 홍콩의 맛이 나네요~
맛있게 먹었어여",5.22.수
퓨전음식,"멘보샤가 제일루다가 맛있었어요 .. 🤍✌🏻
웨이팅할만한 맛집 !!",6.19.수
퓨전음식,차오멘 마싯다 멘보샤도 버섯소이파스타도 다 다 굿굿,5.13.월
퓨전음식,"친구들이랑 여기와보고 싶어서 웨이팅 하고 기다렸는
데 너무 맛있네요~~~!! 다양한 메뉴도 많아서! 다음번
엔 안시켜본 다른 메뉴도 먹어보려구요! 또올게...",5.11.토
퓨전음식,"음식맛도 좋구 깔끔하구 왕새우탕면, 멘보샤 강추구
요 홍콩파스타도 마라맛 강하지않아 호불호가 없을듯
하네요ㅎ .",6.19.수
퓨전음식,남자 직원 교육 좀 잘시키셔야 겠네요. 손님 없는 시간 대에 도착해서 주문 할때부터 오만상 쓰고 음식 나오 면 툭툭 던지고 테이블도 넓은데 굳이 사람도 ...,6.13.목
퓨전음식,홍콩파스타는 꼭 먹어보셔야됩니다.... 에이드도 너무너무 맛있어요! 꽃빵 추가는 무료예요,5.17.금
퓨전음식,간이 좀 세긴한데 토스트 맛있어요 매장이 넓고 좋아요,4.20.토
퓨전음식,소문대로 맛있어요. 친절했고 분위기도 좋았어요,4.24.수
퓨전음식,"친구들이랑 모임을 위해 방문했어요:) 메뉴 하나하나 다 맛있었어요! 특히, 왕새우탕면은 처음 먹어보는 맛 인 듯 새로운 맛이어서 더 맛있게 먹었네요❤️ ...",2.13.화
퓨전음식,"6명이 멘보샤, 새우볶음밥, 홍콩파스타,블랙페퍼큐브, 샐러드,버섯파스타 먹었습니다 멘보샤는 반씩 잘라 나옵니다 홍콩파스타는 약간 매콤(저처럼 매운...",3.2.토
퓨전음식,"구구당 3번째 방문하고 있는데 음식 넘 맛있고, 가게 
준위기가 넘 좋아요:) 정말 자주 올것 같아요. 예약을 
하고 갔는데 얼 마 안있어 바로 입장이 가능하 ...",6.13.목
퓨전음식,"항상 맛있게 잘 먹고 갑니다. 언제나 그렇듯 늘 친절하
게 응대해주셨네여. 지하에 독립된 자리도 있어서 너
무 좋았어요. 다음에 또 올께요",6.13.목
퓨전음식,"예약 하고 방문했어요, 커튼이 있는 단독 공간을 제공 해주셔서 모임 할 때 좋을 거 같아요. 음식도 너무 맛 있었어요. 스테이크 간도 잘 맞고, 홍콩식 토스...",5.23.목
퓨전음식,다들 음식맛에 엄청 만족했습니다🥰🥰 다맛있었어요~~,5.16.목
퓨전음식,음식은 전반적으로 괜찮았으나 직원이 너무 불친절해 서 몇번을 컴플레인하려다가 여기다가 리뷰적습니다. 메뉴오더하는중에 다 시키지도 않았는데 돌아...,6.12.수
퓨전음식,"5시 전에 가서 대기 없이 바로 입장
홍콩토스트 치킨차오멘 꿔바로우 3명이서 먹기 딱 좋았고, 음식도 너무 맛있었어요😄",3.16.토
퓨전음식,"평일 오후5시에 예약하고 방문했습니다. 음식 모두 맛있었는데, 특히 시그니쳐인 홍콩파스타가 제일 인상적이어서 기억에 남았네요!",4.9.화
퓨전음식,. 멘보샤 홍콩파스타 블랙페퍼스테이크,3.16.토
퓨전음식,너무너무 맛잇다아ㅠ 세트B 강추!! 여기에 토스트도 시켯는데 진짜 짱이야 파스타에 고기를 딱 입이 넣엇 을 때의 감동을 잊지 못해요... 정말 아름다운 ...,3.29.금
퓨전음식,"생각했던것보다 너무 맛있었어요! 
단골 될듯..!!!! 멘보샤가 바삭한게 대박입니다",3.3.일
퓨전음식,"원래 줄서는 사람들 많았는데 오늘은 다행히 비가와 선지 바로 들어갈수있었어요! 다양하게 먹고싶어서 여러 메뉴시켰는데 다 맛있었고, 개인적으로 꿔...",3.25.월
퓨전음식,궁금했는데 안가봤던 곳이라 생일축하겸 자리를 골랐어요. 좀 짜고 달았지만 잘먹었습니다,5.17.금
퓨전음식,메뉴 독특하고 괜찮네요 ㅎㅎ 대신 웨이팅 조금 있습니다,5.2.목
퓨전음식,홍콩.. 중국.. 대만 어딘가를 떠올리는 퓨전 요리? 분위기가 좋았습니다,6.30.일
퓨전음식,싱겁게 먹는 걸 선호하는 저한테는 음식들 간이 전부 짭쪼름했습니다. 그치만 맛은 있어서 잘 먹었어요. 근 데 메뉴판 음료 그림이랑 실제로 제공되는 음료...,1.21.일
퓨전음식,지하로 안내받아서 갔는데 지하에 계시던 직원분이 왜 여기에 왔는지 모르는 눈치여서 저도 좀 당황했어 요. 직원분들끼리 커뮤니케이션이 부족한 것 같...,4.8.월
퓨전음식,음식 맛 나쁘지 않으나 웨이팅할 정도는 모르겠고 직 원들도 별로 안 친절합니다. 그리고 밥 무한리필이라 같이 먹을 생각으로 다 자극적인 음식으로 주문...,3.2.토
퓨전음식,"맛이좋아요~ 
홍콩토스트+ 멘보샤 JMT!!!!",3.4.월
퓨전음식,"양이 진짜 많아요 운 좋게 대기
없이 들어갔습니다~",2.29.목
퓨전음식,강남에 있는 아시안 퓨전 레스토랑 맛집 구구당! 여친 이 강남 맛집 찾아보다가 ‘홍콩파스타’란 키워드에 매 료되어 찾아가보게 됨! 주차는 매장 앞에 발렛 ...,23.11.16.목.목
퓨전음식,"대기 시간은 괜찮은 것 같고 음식도 맛있었습니다 ^^ 
다만 화장실 상태가 별로 였습니다... 바닥에 홍수난
듯 해서.. 정말 별로 였어요...",4.10.수
퓨전음식,두번째 방문입니다. 첫번째는 직원분도 친절하시고 이색 음식에 만족해서 남자친구랑 생일날 재방문했어 요. 그런데 오지 말아야 했네요. 웨이팅 1번이...,4.18.목
퓨전음식,맛있고 마라향이 너무 심하지않아서 좋았어요 매콤해 서 쭉쮹들어가네요 양도 많아요 웨이팅은 주말 점심 기준 40분정도 한거같아요. 좌석 인테리어는 ...,23.12.16.토.토
퓨전음식,"주차는 가게앞 유료주차장을 이용해야합니다. 멘보샤 가 시그니처메뉴라 4pcs시켰는데, 기름지지않고 맛있 었습니다. 꼭시켜야하는메뉴입니다. 큐브스테...",23.11.25.토.토
퓨전음식,자리가 많고 넓어요! 홍콩퓨전 음식 먹고싶을때 추천해요!!,4.1.월
퓨전음식,"여자친구랑 갔는데 메뉴구성도 괜찮구 맛있었어요
음식도 빨리 나와서 좋았어요 ㅎㅎ
재방문 의사 있습니다 잘먹었습니다",5.24.금
퓨전음식,주말 저녁 알바생 시급 좀 올려주세요ㅋㅋ 말투랑 표 정 진짜 싸가지 없던데 아마 바빠서 그랬던듯ㅋㅋ 음 식 주문도 전에 자리가 화장실 바로 옆이라 비...,3.23.토
퓨전음식,평일 오후 급데이트를 하게되서 검색하다보니 예전에 인스타에서 많이 봤던 구구당 발견! 메뉴를 고민하다 B세트로 홍콩파스타랑 멘보샤 1/2 에이드 주문...,3.22.금
퓨전음식,음식이 특별하고 맛있었어요~,6.11.화
퓨전음식,너무 맛있어요!!! 처음에 음식 나왔을때 양이 부족하려나 싶었는데 먹다보니..전혀 부족하지 않았어요 엄청 배부르게 잘 먹었습니당ㅎㅎ,3.30.토
퓨전음식,리뷰에 아주 기대하고 감~! 매장안에 빈 테이블이 4개 이상은 있는데도 밖에서 대기하게 함 직원분들 너무 표정없는 응대~ ai같은 대답에 그닥~! 대표메뉴...,2.14.수
퓨전음식,음식은 맛있었습니다만 직원들이 전체적으로 친절하 지 않아요 말투가 뭐 싸우자는 건지…. 좀 놀랬습니다 서비스맨 마인드는 아닌듯 음식은 다시 먹어보...,3.17.일
퓨전음식,음식이 맛있어요! 다만 접시랑 식기류 등 셀프로 가져와야되는게 번거롭고 2인석 테이블이 좁은편이라 좀 불편했어요.,1.27.토
퓨전음식,"무난하게 먹기좋은 곳인 것 같아요. 멘보샤 4피스(7,9 50)가 너무 맛있다고 해서 먹어봤는데 안에 살이 엄청 통통하게 들어가 있어서 좋더라구요. 다만 겉에...",23.11.23.목.목
퓨전음식,마라좋아하시는 분들은 진짜 안좋아할 수 없는 맛이에요,4.6.토
퓨전음식,홍콩파스타 마라맛 적당히 나고 맛있었습니다! 멘보샤도 맛있었어요~,3.19.화
퓨전음식,분위기가 좋고 음식도 맛있어요 ! 직원분들도 너무 친절해요,5.25.토
퓨전음식,너무너무너무너무 맛있어요! 다음에 또 방문할게요!!,5.25.토
퓨전음식,"매장이 꽤 넓어요
음식은 맛있긴한데 기대한 것보단 좀 아쉬웠어요",4.21.일
퓨전음식,"음식들이 너무 맛있어 좋았지만
가격적인 측면과 긴 웨이팅이 조금 아쉬웠습니다 ㅠ",2.26.월
퓨전음식,볶음밥 짱👍👍👍,4.14.일
퓨전음식,친구들과 모임에서 열심히 검색해서찾은곳 홍콩분위 기를 느끼고 싶어서 방문했는데.. 오픈런일까봐 걱정 했는데 오픈하자마자 갔더니 직원분들외엔 손...,23.11.23.목.목
퓨전음식,처음 갔는데 진짜 맛있었어요!!!,4.20.토
퓨전음식,"멘보샤, 홍콩토스트는 맛있었는데 메인 요리는 그저 그랬어요… 맛집까진 아니고 그냥 평범하게 잘 먹었다? 느낌이었습니다",1.21.일
퓨전음식,매장이 넓고 분위기가 나쁘지 않아요 제가 시킨메뉴 가 좀 간이 쎈 메뉴인지 제입맛에는 좀 많이 짜더라구 요 그리고 제가 느끼기엔 알바생분이 친절과 가...,2.2.금
퓨전음식,맛있게 싹다 먹었습니다,5.7.화
퓨전음식,평일 오픈시간에 맞춰가서 기다림 없이 홍콩파스타와 멘보샤를 주문하고 바로 먹을 수 있었어요. 분위기 좋 고 음식 맛도 참 좋았는데..여자 둘이 갔는데도 ...,1.31.수
퓨전음식,"퓨전요리를 맛볼 수 있은 기본 세트 양은 일인분
칵테일에서 추억의 밋남.. 씽씽이? 판돌이?",1.12.금
퓨전음식,크림 파스타에 독특한 매콤함이 너무 잘 어울려요! 매콤한 큐브스테이크도 맛있습니다 데이트 장소 추천!,1.18.목
퓨전음식,"시그니처 메뉴라고해서 홍콩파스타 시켜서 먹었는데 
너무 맛있게 잘 먹었어요!!👍🏻👍🏻 새우볶음밥도 다른
곳하고 다르게 강렬한 맛이라 다음에 또 먹고싶...",3.27.수
퓨전음식,너무 맛있고 친절해요 재방문 의사 있음 우육탕면 살짝 매콤하다고 했지만 저한테는 쏘쏘,1.6.토
퓨전음식,일단 여직원분이 엄청 욕을 하시면서.. 매장들어가셔 서 뭐...그럴수있지했지만 언짢은 표정과 말투는 그대 로..ㅋ 그렇게 서비스하실거면 서비스직은 안하...,2.15.목
퓨전음식,지하에 있는 계산하는 알바생 불친절함,4.21.일
퓨전음식,맛있어요,6.16.일
퓨전음식,맛있어요~~~매장이 커서 웨이팅 걸려도 금방 입장가능 하네요^^,3.23.토
퓨전음식,"평일 점심 예약하고 갔는데 널널해서 예약안해도 될 
듯 강남역에서 꽤 걸어간다 음식은ᆢ 내입맛엔 평점
이 좀 이상한듯",23.11.24.금.금
퓨전음식,알바생 진짜 싸가지없습니다. 음식만 맛있으면 뭐하 나요. 모든 알바생이 그런건 아닌데 메인으로 보신분? 인거 같아요 정말 별로였고 왜 서비스직 하는지...,3.15.금
퓨전음식,자리 넓어서 좋아요~ 자주 옵니다!,3.18.월
퓨전음식,🍚,4.24.수
퓨전음식,"자극적이어서 그런지 맛있습니다.
홍콩큐브는 엄청 얼얼합니다 ㅋㅋㅋㅋ",2.7.수
퓨전음식,굿굿,4.16.화
"초밥,롤",가족끼리 자주 오는 상무초밥♡ 점심특선 구성이 알 차요~ 지라시덮밥도 맛있어요. 와사비 싫으신 분은 미 리 빼고 비벼서 드셔야해요 ^^ 혼밥하기에도 좋...,6.30.일
"초밥,롤","역시 상무초밥입니다
강남역 최고의 초밥집 인정합니다!!
강력추천해요",7.1.월
"초밥,롤",평일 점심은 항상 웨이팅이 밖에 줄을 서 있기 때문에 테이블링으로 예약하고 가야 간편합니다. 입구에 대 기하는 사람이 많아서 복잡하고 직원분들도 정...,6.21.금
"초밥,롤","가격도 초밥 상태도 좋습니다.
리뉴얼 이후 더 좋아졌네요.
추천합니다.",7.1.월
"초밥,롤","너무너무 배고파서 지나가다 급 들어갔는데, 가성비 좋은 구성인 런치세트? 시킬수 없었던 타임이라 차완 무시에 이것저것 더 추가된 세트로 주문했는데 ...",4.25.목
"초밥,롤","인테리어 새로하고 오랫만에 가봤는데 한상으로 나오는거 깔끔하고 너무 좋은거 같아요 ㅎㅎ
점심특선 b코스 먹었는데 맛있게 잘먹었습니당",6.9.일
"초밥,롤",상무초밥 오랜만에 와보네요. 오래돼서 그런지 예전 처럼 북적북적하진 않아서 좋네요. 매장이 한산해도 배달이 많은지 주문후 꽤 기다려야 됩니다. 이...,5.2.목
"초밥,롤","점심 세트에요~ 초밥 8p,메밀소바, 튀김 2종의 구성입니다! 신선하고 맛 좋아요~ 양파 토마토 샐러드와 묵은지도 함께 먹으면 상큼합니다! 번창하세요~~",6.13.목
"초밥,롤",가성비 최고최고! 아이랑 너무 맛있게 잘 먹었어요😋,6.8.토
"초밥,롤","메뉴 구성이 다양해서 골라 먹기
좋아요. 전체적으로 만족스러운 식사였어요. :)",6.30.일
"초밥,롤","초밥도맛있고 돈까스도 맛있고 
활어초밥은 저한테 약간 질긴듯해서
연어로 먹는걸로~ㅋㅋ",6.27.목
"초밥,롤",저녁은 상무초밥 포장한거로 맛나게 먹었어요,7.4.목
"초밥,롤","오랜만에 맛있는 초밥먹으려고 30분 기다리고 입장. 입장 후 테블릿으로 주문(4명 방문) 근데 한명 냉모밀 만 먼저 나옴, 곧 나오겠지 하고 모밀 불까봐 한...",5.31.금
"초밥,롤","점심세트 B 초밥 10pcs 구매했는데 그릇이 바뀐 것 
같네요. 이전보다 양이 좀 줄긴 했는데 그래도 맛있는 
건 어쩔 수 없네요~~ 초밥에 올라간 회도 두터...",6.14.금
"초밥,롤",입맛없을땐. 연어간장새우덮밥. 최고에요. 맛배기 메밀소바두 맛있구요,6.29.토
"초밥,롤",점심특선 구성 괜찮았어요~ 잘 먹었습니다!!부모님은 와사비가 많아서 조금 맵다고 하시네요,6.8.토
"초밥,롤",리모델링하며 더 부실해진 구성에 눈물… 반찬 그릇 도 작아지고(이건 뭐 그러려니) 모밀국수양도 절반에 이젠 식후 매실차도 안주네요 초반에 비하면 정...,6.27.목
"초밥,롤",와 너무 맛있어요 잘 먹고 갑미다,6.28.금
"초밥,롤","맛있어서 재방문 했어요!! 오늘도 너무 맛있어요❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️ 크림카레우동 먹다가 찍
어서 잘 못찍었지만 너무 맛있고 초밥도 너무 ...",6.30.일
"초밥,롤",맛있어용 강남에선 초밥집 여기만 와요,6.28.금
"초밥,롤","늘 맛나게 먹고 있습니다. 
감사합니다.",7.7.일
"초밥,롤","주말에 가족과 방문했는데 음식이 깔끔하고 맛있었어요.
가끔씩 방문 하려고 해요.",7.7.일
"초밥,롤",인테리어 바뀌고 리브랜딩 되어도 변함 없는 맛이 좋습니다 다만 간장 브러쉬로 쓸 수 있었던 생강절임이 없어져 아쉽네요,7.5.금
"초밥,롤","항상 가는 곳이에요
 가성비 좋아요~`",6.19.수
"초밥,롤",맛있고 깔끔합니다 ! 잘먹었습니다!,7.5.금
"초밥,롤","가성비좋고 맛있어히 좋아한다 이날은 인터넷불통이
라 결제시 시간이 오래걸려 아쉬웠다 사람이많아 그
러려니하고 앞으로의 개선바란다",6.28.금
"초밥,롤",입맛없을때. 딱좋아요~^^,6.24.월
"초밥,롤","점심 세트이고 알차게 나와요. 대기는 워낙 길어서 테
이블링으로 미리 예약하고 오는 편이에요. 모밀도 맛
있고 초밥도 나름 구성이 좋아서 만족스러워요!",3.6.수
"초밥,롤","직원이줄어들면 벨이라도 냅두지 옆에서불러도 지나
가버리고 ,다니는길이 좁아지고 예전보다 많이 바꼈
네요",6.13.목
"초밥,롤",점심시간 20분전에 테이블링으로 예약 후 점심시간되 어 방문했습니다. 그래도 웨이팅있을건 예상했으나 3 0분은 더 대기했습니다. 경우 번호가 불리어 착...,6.12.수
"초밥,롤","점심시간에 방문해서 15분정도 대기 후 입장, 음식 주 문 후 30분 기다렸어요. 점심에는 거의 다 점심 특선 을 주문하시던데 좀 더 빠르게 제공할 수 있는 ...",5.28.화
"초밥,롤",음식은 맛있는데 왜이렇게 불친절한지 카운터 노랑머 리 진짜 불친절함 교육좀 잘해주세요~~ 댓글또쓰게 만드네요 주문이 누락되었으면 미리 알려주던...,6.9.일
"초밥,롤",너무 맛있음ㅎㅎ 후식 매실차도 좋아요 ㅎ 항상 웨이팅이.. 그래도 점심시간 끝쯤가서 그나마 빨리들어감ㅠㅠ,3.26.화
"초밥,롤","리모델링 후 너 깔끔하고 넓어졌네요
음식도 여전히 너무 맛있게 먹었습니다
단연 강남역 최고의 초밥집입니다!",7.1.월
"초밥,롤","강남 한복판에 위치한, 규모가 큰 초밥집 치고 메뉴 가 격대가 굉장히 다양합니다! 저는 저렴한 편인 진심초 밥세트를 시켰습니다. 12,900원에 모밀에 장국...",2.28.수
"초밥,롤",가격이 헤자스럽네요,7.2.화
"초밥,롤",추천합니다^^ 가성비 굿이네요,6.28.금
"초밥,롤",초밥 나오기 전에 냉모밀도 나오는데 맛있어요! 초밥도 맛있습니다:),3.23.토
"초밥,롤",점심 세트 메뉴 맛있어요 ~,7.7.일
"초밥,롤",위치는 신논현역 근처. 토요일 점심 한시반에 갔더니 사람 엄청 많아서 30분 대기해서 들어갔다. 어르신들 도 많았고 전반적으로 손님들 연령대도 다양하...,2.17.토
"초밥,롤",맛있고 우동도 양이적당해요 후식도 주시구요,7.5.금
"초밥,롤",항상 맛있게 먹는 곳입니다. 추천,7.4.목
"초밥,롤",가성비 좋은데 맛도 좋은 초밥집이에요.,7.3.수
"초밥,롤",맛있고 가성비 좋아서 또 왔어요 ~!!!,3.11.월
"초밥,롤","바 테이블이 있어서 혼밥하기 넘 좋아욤...
혼밥하는 사람들도 많구용! 푸짐하고 다양하게 초밥도 잘 나와서 너무 좋아요 >_<",2.15.목
"초밥,롤",맛있었어요! 근처에서 초밥 먹고싶을 때 또 갈 거 같아요,4.27.토
"초밥,롤",브레이크타임 주문이라 그런지 빨리 준비해주셔서 감사했어요! 가성비 너무 좋습니다!,5.1.수
"초밥,롤",가성비 좋고 맛있는 초밥집,4.14.일
"초밥,롤","맛있어요
혼자먹기도 좋아요",6.18.화
"초밥,롤",,7.4.목
"초밥,롤","점심특선 맘에 드네요, 모밀에 튀김, 달걀찜까지 !!!!! 메뉴구성 좋고 다 맛있어요",3.4.월
"초밥,롤","2명이서 각각 런치세트 초밥 먹고 먹었는데도 크림카
레우동 맛있는데 양이 많이 적네요. 여자 화장실 깨끗
하지 않네요 ㅠ",3.12.화
"초밥,롤",맛나게 잘먹었어요,3.13.수
"초밥,롤",👍,7.1.월
"초밥,롤",세트메뉴에 냉소바 나온다는거 알고 2개 주문했던거 하나 추가주문 취소했어요 주문 재확인 감사합니다 하마터면 다 남길뻔했네요 연어초밥이랑 새우...,2.24.토
"초밥,롤",맛있게 잘 먹었습니다!,7.4.목
"초밥,롤","부모님께서 좋아하시는 상무초밥을 이번에도 강남역점에서 포장 픽업했어요. 
잘 먹었습니다.",4.28.일
"초밥,롤","첫방문~ 대기 후 입장~ 2층으로 안내받고, 점심특선 A세트, B세트 시켜서 너무 맛있게 먹었습니다~^^ 지 나다니다 처음 들어간건데 2층까지 있어서 좋...",1.12.금
"초밥,롤",항상 맛있어용 !! 🩷,4.3.수
"초밥,롤","옆테이블에 외국인분이 문의하시는데 ""한국에서는 한 국말 써라"" 하면서 웨이터가 화내고, 혼자 저녁먹게 내버려 둬 달라고 하시니까 ""경찰 부르실거라...",4.17.수
"초밥,롤","지인과 회사근처 상무초밥집갔는데
여전히 대기줄이 많은지
다시한번 확인함",4.9.화
"초밥,롤",친절하고 가성비 좋아요,4.16.화
"초밥,롤","근처에 다 브레이크타임이라 들렸는데 생각보다 구성
이좋아서 놀랬어요. 강추합니다👍",4.3.수
"초밥,롤","점심특선B코스 항상 먹는데 가성비짱이고 맛있어용
직원분들 항상 친절하세요〰️",1.17.수
"초밥,롤",포장해와서 잘먹는데 역시 직접방문해서 억어야 더맛있긴하네오,2.16.금
"초밥,롤",점심특선 진짜 마싯어용 최근에 갔을때 횟감이 따듯 해서 아쉬웠는데 오늘은 횟감도 두껍고 차갑고 좋았 어용💚 12시에 갔는데 웨이팅 20분정도 했어...,23.12.5.화.화
"초밥,롤",,7.2.화
"초밥,롤",,7.1.월
"초밥,롤",,6.28.금
"초밥,롤",초밥 먹고 싶을때 갑니다. 맛있고 쌉니다. 좋습니다. 자주 가는곳.,1.18.목
"초밥,롤",청첩장모임하기좋아용😀,3.28.목
"초밥,롤",상무초밥! 강남역 초밥 맛집!이라 사람들 늘 북적북적. 초밥이 진심 다 맛있어요.초밥세트 종류가 많아 취향 껏 골라 먹기 좋고 무엇보다 다양한 종류의 초...,23.9.25.월.월
"초밥,롤",포장이 고급졌고 연어광어 반반 먹었는데 맛났어요,2.17.토
"초밥,롤",맛있습니다.,6.1.토
"초밥,롤",너무 맛있습니다,4.16.화
"초밥,롤",호텔 커피숍에서 나와서 걸어가다가 발견한 상무초 밥. 명성을 알고 있어서 기대하고 갔는데 기대를 저버 리지 않음. 비쌀 줄 알았는데 가성비가 뛰어나 ...,23.9.12.화.화
"초밥,롤",다른 날 사진이지만 첨부합니당 상무초밥 넘 맛있어 서 최근에 자주 갔네용 갈 때 마다 실망하지 않고 묵은 지도 최고에요😭 돈까스는 저 날 처음 시켜봤...,1.12.금
"초밥,롤","초밥이 맛나요~
점심특선으로 드시면 가성비도 좋더라고요^^",2.8.목
